report_id,inspection_date,segment_id,issue_type,severity,recommendation,repair_date,inspector_id,inspection_method
RPT-01610,2025-03-17,SEG_000,No Issues,None,Routine Maintenance,,INS-284,ILI
RPT-01611,2025-03-17,SEG_062,Third-Party Interference,Major,Investigate,2025-04-05,INS-152,Hydrotest
RPT-01612,2025-03-17,SEG_083,Vegetation Encroachment,Minor,Clear Area,,INS-412,Hydrotest
RPT-01613,2025-03-17,SEG_066,Vegetation Encroachment,Minor,Clear Area,,INS-129,Visual
RPT-01614,2025-03-17,SEG_036,No Issues,None,Routine Maintenance,,INS-708,ILI
RPT-01615,2025-03-24,SEG_074,Third-Party Interference,Moderate,Investigate,,INS-973,Hydrotest
RPT-01616,2025-03-24,SEG_058,Vegetation Encroachment,Minor,Monitor,,INS-343,Hydrotest
RPT-01617,2025-03-24,SEG_066,Third-Party Interference,Moderate,Investigate,,INS-354,ILI
RPT-01618,2025-03-24,SEG_049,No Issues,None,Routine Maintenance,,INS-888,ROW Patrol
RPT-01619,2025-03-24,SEG_062,Corrosion,Major,Repair ASAP,2025-04-06,INS-347,UT
RPT-01620,2025-03-24,SEG_022,No Issues,None,Routine Maintenance,,INS-377,ROW Patrol
RPT-01621,2025-03-24,SEG_000,Mechanical Damage,Critical,Immediate Shutdown,2025-04-20,INS-604,Hydrotest
RPT-01622,2025-03-24,SEG_072,Corrosion,Minor,Monitor,,INS-201,ROW Patrol
RPT-01623,2025-03-31,SEG_066,No Issues,None,Routine Maintenance,,INS-141,ROW Patrol
RPT-01624,2025-03-31,SEG_024,Vegetation Encroachment,Minor,Monitor,,INS-395,ILI
RPT-01625,2025-03-31,SEG_065,Mechanical Damage,Critical,Repair ASAP,2025-04-19,INS-456,UT
RPT-01626,2025-03-31,SEG_036,Corrosion,Critical,Repair ASAP,2025-04-05,INS-731,ILI
RPT-01627,2025-03-31,SEG_043,Mechanical Damage,Major,Repair ASAP,2025-04-09,INS-294,UT
RPT-01628,2025-03-31,SEG_039,Corrosion,Minor,Immediate Shutdown,,INS-147,ILI
RPT-01629,2025-03-31,SEG_056,No Issues,None,Routine Maintenance,,INS-856,ILI
RPT-01630,2025-03-31,SEG_017,Corrosion,Critical,Repair ASAP,2025-04-04,INS-885,ROW Patrol
RPT-01631,2025-04-07,SEG_052,Coating Damage,Moderate,Monitor,,INS-114,Visual
RPT-01632,2025-04-07,SEG_016,Mechanical Damage,Critical,Repair ASAP,2025-04-21,INS-486,Hydrotest
RPT-01633,2025-04-07,SEG_069,Corrosion,Minor,Monitor,,INS-541,Visual
RPT-01634,2025-04-07,SEG_072,Third-Party Interference,Major,Repair ASAP,2025-04-16,INS-933,Hydrotest
RPT-01635,2025-04-07,SEG_023,Vegetation Encroachment,Minor,Clear Area,,INS-515,Hydrotest
RPT-01636,2025-04-07,SEG_014,Coating Damage,Minor,Monitor,,INS-868,ILI
RPT-01637,2025-04-07,SEG_058,Vegetation Encroachment,Minor,Clear Area,,INS-773,Visual
RPT-01638,2025-04-07,SEG_076,Corrosion,Critical,Repair ASAP,2025-05-01,INS-476,Visual
RPT-01639,2025-04-09,SEG_004,No Issues,None,Routine Maintenance,,INS-147,UT
RPT-01640,2025-04-13,SEG_079,No Issues,None,Routine Maintenance,,INS-702,UT
RPT-01641,2025-04-14,SEG_037,No Issues,None,Routine Maintenance,,INS-352,ROW Patrol
RPT-01642,2025-04-14,SEG_069,Vegetation Encroachment,Minor,Monitor,,INS-110,Hydrotest
RPT-01643,2025-04-14,SEG_016,Vegetation Encroachment,Minor,Monitor,,INS-628,UT
RPT-01644,2025-04-14,SEG_063,Coating Damage,Moderate,Monitor,,INS-456,Visual
RPT-01645,2025-04-14,SEG_006,No Issues,None,Routine Maintenance,,INS-563,Visual
RPT-01646,2025-04-14,SEG_020,Corrosion,Critical,Monitor,2025-04-28,INS-998,ILI
RPT-01647,2025-04-14,SEG_031,No Issues,None,Routine Maintenance,,INS-499,ILI
RPT-01648,2025-04-14,SEG_054,No Issues,None,Routine Maintenance,,INS-989,ROW Patrol
RPT-01649,2025-04-21,SEG_030,No Issues,None,Routine Maintenance,,INS-857,Visual
RPT-01650,2025-04-21,SEG_077,No Issues,None,Routine Maintenance,,INS-786,Visual
RPT-01651,2025-04-21,SEG_010,No Issues,None,Routine Maintenance,,INS-220,Visual
RPT-01652,2025-04-21,SEG_049,Mechanical Damage,Moderate,Repair ASAP,2025-05-13,INS-666,ILI
RPT-01653,2025-04-21,SEG_071,Corrosion,Moderate,Repair ASAP,2025-05-09,INS-569,Hydrotest
RPT-01654,2025-04-21,SEG_005,No Issues,None,Routine Maintenance,,INS-522,Visual
RPT-01655,2025-04-21,SEG_042,Corrosion,Minor,Monitor,,INS-475,ROW Patrol
RPT-01656,2025-04-21,SEG_036,No Issues,None,Routine Maintenance,,INS-730,Visual
RPT-01657,2025-04-28,SEG_030,No Issues,None,Routine Maintenance,,INS-192,ROW Patrol
RPT-01658,2025-04-28,SEG_017,Vegetation Encroachment,Minor,Monitor,,INS-260,Visual
RPT-01659,2025-04-28,SEG_050,Vegetation Encroachment,Minor,Monitor,,INS-391,ILI
RPT-01660,2025-04-28,SEG_023,Third-Party Interference,Moderate,Investigate,,INS-473,ROW Patrol
RPT-01661,2025-04-28,SEG_036,Corrosion,Minor,Immediate Shutdown,,INS-337,ILI
RPT-01662,2025-04-28,SEG_069,No Issues,None,Routine Maintenance,,INS-962,Visual
RPT-01663,2025-04-28,SEG_010,Mechanical Damage,Major,Repair ASAP,2025-05-06,INS-937,Hydrotest
RPT-01664,2025-04-28,SEG_000,Third-Party Interference,Moderate,Repair ASAP,2025-04-30,INS-107,Hydrotest
RPT-01665,2025-05-05,SEG_047,Third-Party Interference,Major,Investigate,2025-06-03,INS-928,UT
RPT-01666,2025-05-05,SEG_045,Mechanical Damage,Moderate,Immediate Shutdown,,INS-311,Hydrotest
RPT-01667,2025-05-05,SEG_055,No Issues,None,Routine Maintenance,,INS-178,Visual
RPT-01668,2025-05-05,SEG_042,Coating Damage,Minor,Repair ASAP,2025-05-17,INS-853,Hydrotest
RPT-01669,2025-05-05,SEG_076,Corrosion,Major,Repair ASAP,2025-05-09,INS-271,Visual
RPT-01670,2025-05-05,SEG_051,Vegetation Encroachment,Minor,Monitor,,INS-986,ILI
RPT-01671,2025-05-05,SEG_071,Third-Party Interference,Major,Repair ASAP,2025-05-08,INS-590,Hydrotest
RPT-01672,2025-05-05,SEG_056,Coating Damage,Moderate,Monitor,,INS-277,ROW Patrol
RPT-01673,2025-05-12,SEG_063,Vegetation Encroachment,Minor,Clear Area,,INS-987,UT
RPT-01674,2025-05-12,SEG_059,Mechanical Damage,Critical,Immediate Shutdown,2025-05-13,INS-136,ILI
RPT-01675,2025-05-12,SEG_055,No Issues,None,Routine Maintenance,,INS-199,ROW Patrol
RPT-01676,2025-05-12,SEG_069,Corrosion,Minor,Repair ASAP,2025-06-10,INS-621,Visual
RPT-01677,2025-05-12,SEG_039,Coating Damage,Moderate,Repair ASAP,2025-06-10,INS-482,ILI
RPT-01678,2025-05-12,SEG_000,Mechanical Damage,Major,Immediate Shutdown,2025-06-11,INS-110,ROW Patrol
RPT-01679,2025-05-12,SEG_020,Third-Party Interference,Moderate,Investigate,,INS-716,Visual
RPT-01680,2025-05-12,SEG_054,Third-Party Interference,Moderate,Investigate,,INS-938,Visual
RPT-01681,2025-05-19,SEG_028,Coating Damage,Moderate,Monitor,,INS-925,Visual
RPT-01682,2025-05-19,SEG_063,Corrosion,Moderate,Monitor,,INS-780,Visual
RPT-01683,2025-05-19,SEG_057,Mechanical Damage,Critical,Immediate Shutdown,2025-05-22,INS-100,Visual
RPT-01684,2025-05-19,SEG_020,Mechanical Damage,Moderate,Immediate Shutdown,,INS-979,UT
RPT-01685,2025-05-19,SEG_024,Corrosion,Critical,Immediate Shutdown,2025-06-12,INS-645,Hydrotest
RPT-01686,2025-05-19,SEG_001,No Issues,None,Routine Maintenance,,INS-866,ROW Patrol
RPT-01687,2025-05-19,SEG_043,Vegetation Encroachment,Minor,Clear Area,,INS-662,UT
RPT-01688,2025-05-19,SEG_038,Vegetation Encroachment,Minor,Clear Area,,INS-130,Hydrotest
RPT-01689,2025-05-23,SEG_077,Coating Damage,Minor,Monitor,,INS-206,UT
RPT-01690,2025-05-26,SEG_030,Corrosion,Critical,Immediate Shutdown,2025-06-13,INS-633,ILI
RPT-01691,2025-05-26,SEG_010,Mechanical Damage,Major,Repair ASAP,2025-06-24,INS-648,UT
RPT-01692,2025-05-26,SEG_062,No Issues,None,Routine Maintenance,,INS-652,ROW Patrol
RPT-01693,2025-05-26,SEG_064,Mechanical Damage,Moderate,Repair ASAP,2025-06-16,INS-983,Visual
RPT-01694,2025-05-26,SEG_007,Corrosion,Critical,Immediate Shutdown,2025-06-02,INS-182,UT
RPT-01695,2025-05-26,SEG_038,Mechanical Damage,Critical,Repair ASAP,2025-06-01,INS-577,Hydrotest
RPT-01696,2025-05-26,SEG_049,Corrosion,Critical,Immediate Shutdown,2025-06-17,INS-539,ROW Patrol
RPT-01697,2025-05-26,SEG_000,Mechanical Damage,Moderate,Repair ASAP,2025-06-22,INS-698,Visual
